Name;Artwork type;Artist name;Latitude;Longitude
;statue;;49.0707726;2.1759313
;sculpture;;48.8553294;2.3640995
;sculpture;E. Magen;47.7769093;1.6302527
Capsulaire f1;sculpture;Claude Viseux;48.7940825;2.4155171
Thémis;sculpture;Jean-Antoine Houdon;48.8623905;2.3185607
Athéna;sculpture;Philippe-Laurent Roland;48.8622313;2.3190542
Henri-François d'Aguesseau - L'unificateur;sculpture;Jean-Joseph Foucou;48.8624839;2.3186317
Jean-Baptiste Colbert - L'organisateur;sculpture;Jacques-Edme Dumont;48.8625247;2.3185027
Maximilien de Sully - Le réformateur;sculpture;Pierre-Nicolas Beauvallet;48.8622849;2.3192509
Michel de L'Hospital - Le conciliateur;sculpture;Louis-Pierre Deseine;48.8623265;2.3191267
La renommée au combat;statue;Pierre Granet;48.8630681;2.3138091
La Renommée de la guerre;statue;Léopold Steiner;48.8630569;2.3131385
La renommée des arts;statue;Emmanuel Frémiet;48.8642502;2.3139283
La Renommée de l'agriculture;statue;Emmanuel Frémiet;48.8642334;2.3132603
Pressoir;;;46.7135832;4.7064356
;statue;;49.0966524;2.1901835
Fontaine Croix-Tournus;architecture;Jean-Pierre Raynaud;45.7146712;4.8016516
Sator Arepo Tenet Opera Rotas;sculpture;;45.1915916;5.7283868
Statue Saint-Vincent de Saragosse;statue;;48.6155379;6.1036514
Evocation;statue;Brigitte Dassonville Delboë;50.5265067;3.1704473
Buste de Marc Seguin;statue;;48.86712;2.3540478
Mercure et la Musique;statue;Auguste Ottin;48.8670465;2.3537266
L'Agriculture et l'Industrie;statue;Charles Gumery;48.8672803;2.3538862
Le Forgeron;mural;PRZYGODZSKY;50.5271501;3.1717475
Templeuve;mural;Alter Ego;50.5311656;3.1752853
Carriole;;;46.8932317;4.7290519
;statue;;46.091113;5.601216
Pressoir;;;46.8723646;4.742942
Street art (unset);;;48.7870092;2.3946226
Galerie Usine en greve - mai 68;;;44.7089226;-0.4014492
;sculpture;;45.1595125;5.7351156
;sculpture;;45.1595451;5.7351722
;sculpture;;45.1595803;5.7351087
Le Lieu-dit;sculpture;Michaël Grossert;42.8308218;3.0415137
L'Atlantique;sculpture;Morice LIPSI;42.8306152;3.0414815
Don Quichotte;sculpture;Michel Guino;42.8280691;3.0412326
Le Lutin;sculpture;Victor Roman;42.8341296;3.0418246
Le Dieu Soleil;;Alicia MOÏ;42.8333769;3.0418114
Jean de La Bruyère;statue;;49.1952332;2.4868904
;statue;;49.1949686;2.4879498
Grand Condé;statue;;49.1951509;2.4874483
Molière;statue;;49.1950454;2.4870662
André Le Nôtre;statue;;49.1949007;2.4876303
Bacchus;statue;;49.1943534;2.4876118
;sculpture;;49.1972014;2.486306
;statue;;49.1946303;2.4865041
;sculpture;;49.1970455;2.4870546
Atelier du patrimoine de la Saintonge;;;45.745606;-0.6339063
photographe;;;48.8474737;2.4763432
lance pierre et cheveaux;;;48.8474507;2.4765886
singe geni et les chats;;;48.8474357;2.4765591
clint;;;48.8473563;2.4765296
Les singes;;;48.8473334;2.4765216
Le retour des pirates;;;48.8475399;2.476649
Nul si recouvert grue tigre;mural;;48.8480182;2.4768299
Cheval bleu et femme verte;;;48.8480687;2.4770093
Vénus Callipyge;sculpture;;49.1975768;2.4818637
Homme au chapeau et hirondelles;;;48.8482833;2.4763012
Femme au chapeau sous l'arbre;;;48.848242;2.475938
Prise de vue;;;48.8482587;2.4760058
Clown;;;48.848809;2.4762583
Vol des cigognes;mural;;48.8488841;2.4763227
Femme coquette;;;48.8488806;2.476586
Équilibre sur une main;mural;;48.8488534;2.4766947
Les oiseaux;;;48.8489838;2.4763753
Rhinocéros bleu;mural;;48.849116;2.4764463
Séance photo d'oiseau;mural;;48.8492073;2.476187
Le rino et le clown;;;48.849206;2.4758506
;sculpture;;43.9828643;4.8597444
Buste de Grandville;statue;;48.6987704;6.1807126
Buste de Sellier;statue;;48.695769;6.1840317
Monument Claude Gellée;statue;;48.6978916;6.1822818
Statue du Gaulois;statue;;48.6976051;6.1833627
;statue;;43.6055365;2.2452578
Denys Auguste Affre;statue;Jean-Auguste Barre;44.3508494;2.57603
Vieux Pressoir;;;46.8360046;4.5874904
;sculpture;;49.0974771;1.4890823
1860;;;45.3797743;6.5048099
Statue allégorique - Industries et Arts Décoratifs;statue;François Truphème;43.5262934;5.4461629
;bust;;49.5408891;0.9531383
;statue;;49.5437579;0.9492753
Louis Ricard;bust;;49.544065;0.9503761
Femme assise;statue;;49.5442093;0.9503625
;bust;;49.5445411;0.9511099
;bust;;49.5458241;0.9586675
La Bienvenue;statue;;49.5459061;0.9519612
Abbé Cochet;bust;;49.5460507;0.9518812
;statue;;49.5461677;0.9546915
Viaduc de Barentin;;;49.5477372;0.9562616
;statue;;49.5512356;0.9536522
;statue;;49.5534003;0.9403422
;statue;;49.5368437;0.9614188
;statue;;49.5465864;0.9525308
;statue;;49.5467624;0.9523247
;statue;;49.5469235;0.9527731
Gustave Flaubert;statue;;49.5479991;0.9540903
Hector Malot;bust;;49.548166;0.9536973
Écluse de l'aiguille;;;43.2295929;2.6059519
;statue;;49.5377454;0.9592383
;bust;;49.5439054;0.9524277
Sainte-Austreberthe;statue;;49.5450545;0.9539604
Flamme Olympique;;;45.3360557;6.5353565
Fontaine Saint-Ivy;;;48.7361831;-3.4842913
Vincent Auriol;bust;;49.5547767;0.9369415
La Tour Eiffel d'Apach;sculpture;;49.4664423;6.3717817
Chevalier de La Barre;sculpture;Emmanuel Ball;48.885999;2.3415729
Statue;statue;;47.2367975;-1.558289
Grande Amapola;sculpture;Cardenas;43.4793161;-1.558721
;sculpture;;43.4795958;-1.5603505
;statue;;48.2981154;4.0781708
;stone;;45.7872548;1.8380751
;stone;;45.7874278;1.8369683
;stone;;45.7876401;1.8365614
;stone;;45.7876774;1.8378427
;stone;;45.7877574;1.8356845
;stone;;45.7888764;1.8330399
;stone;;45.789025;1.8412899
;stone;;45.7895313;1.8413175
Subtiziano;;;45.7995174;1.8626074
PA1209 droite ciné;;;48.8521732;2.3388298
;;Davos Hanich;48.8854168;2.3771081
Légende de Biarritz;statue;Francisco Leiro;43.4805941;-1.5586183
La Joie;statue;Louis Debré;48.0709859;-0.7658212
Statue de Pierre l'Ermite;statue;Gédéon de Forceville;49.8939852;2.3032045
Street Art;mural;;48.7916119;2.3885259
Street Art;mural;;48.7906282;2.3890615
;mural;;48.7933393;2.3960812
Ludovic Trarieux;sculpture;;45.2713898;0.1700449
;statue;;49.5448729;0.9532142
Porteuse d'amphore;statue;;49.5451901;0.9526105
Düo;;;48.8644742;2.3736034
Capitaine Dreyfus;sculpture;Louis Mitelberg dit Tim;48.8447224;2.3290996
;statue;;44.8314463;2.6864338
Louis Leseigneur;bust;;49.5436099;0.9553677
;statue;;49.5323259;0.9685678
;statue;;43.6282705;3.8652444
Statue de la Vierge;statue;;45.8417766;5.0353017
Fusée de Tintin (On a marché sur la lune...);;Eleves chaudornniers de Balleure;46.7875902;4.8359896
Map Monde (globe);;Eleves chaudronniers de Balleure;46.7872634;4.8368655
Alexis Monteil;statue;;44.3538437;2.5750064
La Jeunesse;statue;Marthe Baumel-Schwenck;44.348874;2.5786861
statue de l'Abbé de l'Epée;;;48.7986814;2.1240128
Eugène Viala;statue;;44.3466482;2.5764531
From Boullée to Eternity;sculpture;Dan Graham;48.8326723;2.287655
Deux enfants et un Amour;sculpture;Jean Degoullons. François Aubry. Bonvallet. Roger Scabol. Jean Taubin;48.8051133;2.1196091
Les Encorbellements;sculpture;;45.541896;2.9920379
Statue de Jeanne d'Arc;statue;;46.7485602;5.6698185
Saule et Châtaignier;installation de Land Art;Patrick Dougherty;48.1539909;-3.8007432
Louis Carrel;sculpture;;45.0028075;6.1204981
Monument à Clément Ader;;;48.7922529;2.1179286
;sculpture;;47.4767414;-0.551053
Peinture de la SPa de la Côte Chalonnaise;;;46.7932768;4.8238434
L'arbre écoute;sculpture;Roger Groslon;45.8240028;4.9508697
Buste d'Alphonse Benoit;statue;;43.9175983;5.052202
Hommage à Matisse;;;43.682588;3.8515284
Hippolyte Taine;sculpture;;49.3977297;4.7008255
Paul Drouot;sculpture;;49.397758;4.7002733
;pressoir;;46.8088087;4.6987719
Gisant;statue;Georges Halbout;48.4539505;7.2494974
Le Petit Prince et Saint-Exupery;statue;Christiane Guillaubey;45.7574366;4.82992
Muse de l'artisanat;statue;Hervé Audouard;45.4313851;4.3938808
Avion;;;48.7970672;1.9784389
VRS18 soleil;;;48.8050258;2.1270798
Vierge;statue;;44.9600697;6.1708825
Monument à Louis Français;sculpture;Émile PEYNOT;47.9650821;6.4594395
Assia;;;43.8916084;-0.5015338
Méditation;;;43.8916593;-0.5015693
Jeunesse;;;43.8917221;-0.5016087
Primerose;;;43.8916186;-0.5016911
Fontaine de Neptune;;Vital Gabriel Dubray;42.1028162;9.2108703
Buste de Balzac;statue;;47.7929304;1.0668686
Le Cavalier tombé;statue;Louis Leygue;47.793359;1.0660082
;sculpture;;44.1373739;4.8192953
;sculpture;;43.9509566;4.8197011
Nymphe aux Monstres Marins;sculpture;;48.8051772;2.1193681
Nymphe aux Oiseaux;sculpture;Legros;48.805243;2.1191198
Groupe d'Enfants;sculpture;;48.8053082;2.1188738
Groupe d'Enfants;sculpture;;48.8054275;2.1198012
Nymphe à la Carte;sculpture;Magnier;48.8054913;2.1195595
Nymphe;sculpture;;48.8055582;2.1193064
Groupe d'Enfants;sculpture;;48.8056203;2.1190714
L'Envol;statue;Paul Landowski (sculpteur) et Paul Bigot (architecte);48.0011703;0.1896027
Lapidation de Saint-Etienne;statue;Robert Barillot;50.3626122;3.5251114
Marie;statue;;44.2897398;2.6053481
Saint-Pierre;statue;;44.2897065;2.6055271
Fontaine Wallace;;Charles-Auguste Lebourg;45.777852;3.0822522
Vierge Marie;statue;;44.1350183;4.808627
;painting;;43.9509278;4.8150992
;graffiti;;43.9547543;4.8235687
Vincentello d'Istria;statue;;42.6287285;9.4375119
;sculpture;;42.7021826;9.4525047
François Fabié;sculpture;Marc Robert;44.3489288;2.5715491
Statue de la Vierge;statue;;43.8932684;3.5101582
Fresque;painting;;43.9514553;4.8161086
Statue de la République Française. dite Marianne;statue;;48.8776852;2.1816154
Route du Patois;poster;Sérusier;50.4246917;2.5858552
karé;sculpture;Jean-Michel Debilly;45.9908227;4.7218099
;paint;;42.3754246;9.5302872
Improvisations Tellem;installation;Alain Kirili;47.3137934;5.0656384
Nymphée;statue;;43.8400076;4.3494854
Espace29;;;44.8405845;-0.5843514
;sculpture;;46.942303;4.7596311
Arc de 115°5;;Bernar Venet;43.6964383;7.2688612
;painting;;43.9463314;4.8093763
Statue de Masséna;statue;;43.6979483;7.2736075
La Vierge;;;44.9687289;2.1893922
Statue de Léon Gambetta;statue;Aubé;48.8659373;2.3999302
Solidarno?? Vivant;;;45.1847003;5.7258418
"""Rose Roc""";sculpture;Pierre Nicouleau;43.392948;3.6843033
Le réservoir d'air;installation;Vincent Prud'homme;47.8462163;1.9170011
Statue de Neptune;;;45.7762742;3.0837938
Centre Regional d'Art Contemporain;;;43.3989634;3.6981208
Le Poulet de Bresse;statue;;46.4253015;5.098561
Statue de Bela Bartok;statue;Imre Varga;48.8509738;2.2857224
Horizons suspendus;sculpture;Dominique Labauvie;48.8853414;2.3722088
;sculpture;;48.8841155;2.3692415
Libertad;statue;Claude Quiesse;49.2703462;-0.6970112
;statue;;49.2727384;5.1416521
;statue;Maxime Real del Sarte;49.2185151;4.5420461
;mural;;44.3247854;3.593328
Anti-Robot;sculpture;Karel Appel;47.3156642;5.066871
PA1037 petipoto;;;48.8259941;2.357048
Après le Concert;;;48.7320714;7.0589326
Henri Ginoux;bust;;48.8181204;2.3226231
Statue de la Liberté;statue;Frédéric Auguste Bartholdi;48.8463756;2.3331506
;;Sandor Kiss;48.6839648;6.221709
Monument Planchon;sculpture;;43.6058312;3.8799206
;statue;;43.9833183;4.6968584
;statue;;43.9833525;4.6969055
;statue;;43.9679879;4.6741671
Édicule Guimard;;Hector Guimard;48.8308087;2.3554274
;statue;;43.9445779;4.8067062
Li Sounjarello;bust;;43.9445003;4.8064093
;statue;;43.9446975;4.806732
;statue;;43.9446334;4.8067477
;sculpture;;43.9442946;4.8065893
;statue;;43.9447528;4.8066875
Théodore Aubanel;bust;;43.9448605;4.8064522
;sculpture;;43.9446793;4.8061361
;sculpture;;48.8561477;2.3433101
;sculpture;;48.8561981;2.3433497
;sculpture;;48.8562461;2.3433884
;sculpture;;48.8563448;2.3434673
;sculpture;;48.8563944;2.3435063
;sculpture;;48.8564406;2.3435433
;sculpture;Yann Lestrat;48.1047198;-1.6738455
;sculpture;;48.8525527;2.3031396
;sculpture;;48.8525805;2.3031796
;sculpture;;48.8527008;2.3033561
;sculpture;;48.8527291;2.3033971
;sculpture;;48.3368016;2.6965844
;sculpture;;48.3420098;2.6959931
Anne;sculpture;Patrice Le Guen;48.3714374;-3.5421574
Statue du Millénaire capétien;statue;;43.9518555;4.8077643
Le Bleu des toiles;;;48.4898051;7.6817343
;mural;;48.9145148;2.2284925
L'Abre Oublié;sculpture;Ouvriers Usinor Trith;50.3516833;3.5224663
Charles Esprit Le Terme;statue;;45.8206836;-1.1100712
Galerie d'Exposition;;;45.8230309;-1.1070422
Statue de Bernard Palissy;statue;Louis-Ernest Barrias;48.8287458;2.2233472
HV11;sculpture;Nicolas Sanhes;50.3540209;3.5295616
Le joueur de billes;statue;Elie Raset;50.3528403;3.5272901
Cadran Solaire;sculpture;Yves Saget;44.3528305;2.5781491
Deux arcs de 201.55°;sculpture;Bernar Venet;45.7582802;5.7055091
Guillotine pour huit;sculpture;Alexander Calder;50.6367846;3.1492004
Reims Croix du sud;sculpture;Alexander Calder;50.6366637;3.1525242
Groupe de 3 personnages;sculpture;Eugène Dodeigne;50.6366174;3.1520546
;statue;;46.0640448;5.0706981
;statue;;45.8522952;4.87258
;sculpture;Jean-Baptiste Larrivé;45.740995;4.8824381
;statue;;45.8778634;4.9687203
;sculpture;;46.6783726;2.8247381
Monument aux Morts 1914-1918;sculpture;;45.0686815;4.831778
La Muse de Massenet;statue;Joseph Lamberton;45.4372464;4.3903353
Marc Seguin;statue;;45.0709908;4.8290098
;sculpture;;46.6762903;2.7959682
Le Poulet de Bresse;statue;Jean Brisé;46.4956568;5.3147688
;sculpture;;47.6164048;3.4045071
Épi d'or;mosaic;;48.7936921;2.0759649
;sculpture;;45.8518175;5.056707
Vierge;statue;;43.8281466;3.6163329
Vierge;sculpture;;45.0679193;4.830948
Une fontaine;sculpture;Claudio Parmiggiani;48.1109192;-1.6780031
Mur d'eau;sculpture;Marta Pan;48.1129409;-1.6736185
Truck;sculpture;Erwin Wurm;45.7842713;4.8521056
Le Livreur de Pizza;sculpture;Xavier Veilhan;45.7849189;4.8539087
Le Coq;sculpture;Louis Hargé;45.8153666;5.0211067
La Métallurgie;statue;Étienne Montagny;45.4397145;4.3872335
La Rubanerie;statue;Étienne Montagny;45.4397662;4.3875958
Anciennes Stèles;;;48.3420047;-0.2832811
Entrée de Ville Saint-Nicolas;;;48.3460032;-0.2778085
Entrée de Ville du Bignon;;;48.3439005;-0.2726168
Galaxie;;;48.3449185;-0.2748067
Horloge;;;48.345264;-0.2764485
L'Orbite;;;48.3449409;-0.2750819
Pierre Taillée;;;48.3420493;-0.283216
Fontaine Wallace;fontaine Wallace;Charles-Auguste Lebourg;43.3478138;5.359193
;sculpture;;46.6652537;2.7651472
;sculpture;;46.6655717;2.7654697
Le Gardien;sculpture;Gloria Friedmann;48.5792502;2.5428681
Pyramide;sculpture;;49.3575725;6.1369392
À la mémoire de Francis Garnier;statue;Biaggi;45.4332632;4.398371
;mural;DEXUN;47.6871959;6.5080858
;sculpture;;46.6653734;2.7657124
;painting;;48.6845561;6.2143595
;sculpture;;46.6952772;5.5744723
La Cascade de Beynost;sculpture;Pino Castagna;45.8215797;4.9968051
buste de Jean-Jacques Courtaud-Diverneresse;statue;;45.8835633;2.1732589
L'Égyptienne;statue;Mathurin Moreau;45.431274;4.3878161
Buste de Jean Moulin;statue;André Longeon;45.4375816;4.3923593
Monument de la Guerre d'Arménie;sculpture;Toros;45.4322529;4.3904545
Le Requin;;François Melin;48.5928401;2.4469249
Alambic;industriel;;50.6878368;3.051617
"Château d'eau ""La Drome""";mural;7e-sens;45.2947957;4.8252328
;sculpture;Lovato;45.7351352;3.9716951
Rêve-désir;statue;;48.7998884;2.3805857
Rêve-désir;statue;;48.800076;2.3806215
;mural;;48.8013456;2.3789682
Colonne à la Vie;sculpture;Jean-Claude Galland. Carmelo Zagari et les enfants;45.7369829;3.9684824
Fontaine du Palmier;statue;"Louis BOIZOT; Henri-Alfred JACQUEMART";48.8575003;2.3472865
La Mazotte;sculpture;Jo Ciesla;45.7521741;3.9689183
Statue Jeanne d'Arc;statue;;49.4207137;2.8225693
Sphère-lumière;sculpture;SKODA Wladimir;48.8125175;2.3859874
Woman Walking to the Sky;sculpture;Jonathan Borofsky;48.5855509;7.7422819
Taureau et Daim;sculpture;Paul Jouve;48.8614443;2.2892128
L'Homme;sculpture;Pierre Traverse;48.8615587;2.2891173
Chevaux et Chien;sculpture;Georges Guyot;48.8616527;2.2895251
La Femme;sculpture;Daniel Bacqué;48.8617122;2.2893496
;sculpture;Laurence Jenkell;48.8736024;2.2967679
Être;sculpture;Louis Molinari;45.7577191;4.8534844
Avion;statue;;48.932624;2.2308328
;sculpture;;46.6528831;2.7585669
Statue de la vierge avec console sculptée;sculpture;;47.9081952;7.2125947
Vierge;statue;;43.5787037;3.3657928
Aux Artisans Bourguignons de la Pierre et du Vin;statue;Pierre Vigoureux;47.0391212;4.815615
;statue;;43.3218588;1.7106714
Foc de Mar;;;43.1896155;2.9850974
;sculpture;;45.4399219;4.3804021
L'Enlèvement d'Eurydice;statue;Charles Lenoir;48.1149403;-1.6700632
La Chasse de Diane;statue;Charles Lenoir;48.1149725;-1.6680301
Statue des Moussous;statue;;44.6282107;3.0002796
Tête sculptée dans une alcove murale;sculpture;;43.5410859;2.9763901
;statue;;48.8660207;2.3165762
;statue;;48.866035;2.3165868
;statue;;48.8660493;2.3165975
;statue;;48.8660636;2.3166082
Navigateurs et géographes (Guillaume Le Testu. Dubocage de Bléville. Marcel Hérubel. d’Après de Mannevillette);sculpture;Pierre Colombo;49.4930755;0.102347
;sculpture;;43.9465154;4.8057999
;sculpture;;43.1218508;6.0735424
;sculpture;;46.64775;2.68141
La Cigale;;Pasquier;43.4727739;5.8149515
Statue de Neptune;statue;;48.8702095;2.1661583
Shake Hands;sculpture;Bruno Maillard;50.7265716;1.5998267
;statue;;49.3575104;2.7178519
Minerve casquée de Samos;sculpture;;46.7930494;-1.0164191
La Tortue;sculpture;Ivan Theimer;44.8309124;-0.5726508
Jeanne D'Arc;statue;;43.922359;2.1421452
;statue;;43.1888732;2.9231425
La Victoire;statue;Paul Graf;45.438556;4.3764061
;statue;;43.9982489;0.7560977
Lunar Tree;sculpture;Mrzyk et Moriceau;47.200718;-1.5786298
Arrivée des acadiens en Louisiane;mural;Robert Dafford;47.2021743;-1.5779282
Départ des exilés acadiens pour la Nouvelle-Orléans;mural;Robert Dafford;47.2022629;-1.577808
Fresque du PLM (Paris-Lyon-Marseille);mural;;44.5352686;5.8261649
Statue de Jean-Philippe Rameau;statue;;47.3280214;5.0498912
Cartouche;sculpture;Marion Verboom;48.92436;5.390796
Entrelacs;;François Génot;48.9246837;5.3626866
Racines;sculpture;Katarina Kudelova;48.9281748;5.3900874
Saphira;;Claudia Comte;48.9158645;5.4005316
One of those who were too long in the woods;statue;Stefan Rinck;48.926767;5.390408
;statue;;43.6965449;2.0291765
Fléchier;sculpture;;48.850863;2.3332383
Bossuet;sculpture;;48.8508937;2.3332666
Fénelon;sculpture;;48.8508714;2.3333185
Massillon;sculpture;;48.8508402;2.3332818
Deux Chevaux;;;45.7745753;3.1791179
Gimme Shelter;sculpture;Nathalie Talec;45.4503674;4.3842939
;sculpture;;45.4782781;4.0451181
Grand Pingouin;sculpture;Xavier Veilhan;45.7831261;4.8498877
Jeune Fille en roller;sculpture;Xavier Veilhan;45.7837953;4.8511552
Expositions d'œuvres contemporaines;;;51.0480377;2.3759494
Sculpture de la Vierge;sculpture;;45.9049085;5.1910357
Buste du Général Messimy;;;45.9002834;5.1877971
Meximieux à ses Enfants héroïques et illustres;sculpture;H.Collomb;45.9037511;5.1927023
Le Chat;sculpture;;48.846794;2.4085419
Souvenir Unité Paix;sculpture;Georges Salendre;45.772911;4.8052919
;statue;;44.3691819;4.6452525
;figurine;;44.3700832;4.6438914
;figurine;;44.3700947;4.6464903
;figurine;;44.3712575;4.6457875
Le Stabile;;Marias Spescha;43.1794836;3.015446
;statue;;49.3664297;3.3104841
;sculpture;;45.8358333;4.9759399
;statue;;47.4698683;-0.5451326
;statue;;47.4701633;-0.5449241
;statue;;47.4708505;-0.5465422
;statue;;47.4707605;-0.5462733
Monument aux morts;statue;;47.4710805;-0.5444329
;statue;;48.7993657;2.2918929
La Liberté guidant le peuple;painting;Eugène Delacroix;45.1483182;5.7174017
Naïade;;;43.1848101;2.9793176
;statue;;43.4896638;3.6708997
La boutique des artisans d'art;;;44.0355285;4.9966044
Monstre de Saint-Cyprien;;;44.5618828;2.3952895
Madame de Hirsch;sculpture;;48.851542;2.3264427
La Fleur de Feu;sculpture;Igor Lukic;43.6570386;6.9214177
Vue de Grasse;painting;Raoul Dufy;43.6568748;6.9205047
Balzac;sculpture;Rodin;48.855418;2.3153205
Jean de Fiennes;sculpture;Rodin;48.8547554;2.3162293
Eustache de Saint-Pierre;sculpture;Rodin;48.8548619;2.3164438
Jacques de Wissant;sculpture;Rodin;48.8542592;2.316311
Jules Bastien-Lepage;sculpture;Rodin;48.8546603;2.3163888
Andrieu d'Andres;sculpture;Rodin;48.854437;2.3161675
Orphée;sculpture;Rodin;48.8543053;2.3157748
;stained glass;;50.1091044;1.8373237
Star Fountain;statue;Niki de Saint-Phalle;47.8366422;7.1734898
Toupies d'Eau;sculpture;Ilana Isehayek;47.8365677;7.1738655
Wall Piercing;sculpture;Clément Borderie;47.8367467;7.1739816
17 sphères dans une sphère;sculpture;Pol Bury;47.8366073;7.1740417
Francisco de Goya;statue;Mariano Benlliure;44.8428666;-0.5763708
;sculpture;;48.9045685;2.4500594
;sculpture;;48.9045709;2.4497844
;sculpture;;48.9046554;2.4498329
Cadran Solaire du Croisic;sculpture;;47.2989812;-2.5168286
Canon;sculpture;;47.298897;-2.516672
Frédéric Bastiat;statue;;43.7505454;-0.7496816
Croix Catelan;;;48.8665976;2.2542143
;sculpture;;47.6478506;6.8749944
;statue;Jean-Marc De Pas;49.7315591;1.2761947
;sculpture;;45.2546764;5.0241617
;sculpture;;45.2551438;5.0256401
Le messager;;;48.8628277;2.3099141
Pyramide du centenaire;sculpture;Kate Blacker;45.6838568;4.8466875
PA487 resto japonaia;;;48.8478589;2.3407967
Général Jean-Joseph Tarayre;;;44.3565479;2.5770925
Les 4 départements;sculpture;Antoine Sartorio;43.6887398;5.667152
;sculpture;;48.0680879;6.867555
Sanna by Jaume Plensa;sculpture;Jaume Plensa;44.842144;-0.5743107
;sculpture;Martine Kerbaol;48.1257584;-1.686923
Le Rhinocéros;statue;;47.3895536;0.6926707
Vierge de Belleville;statue;;48.8139179;6.0885102
sculptures naturelles sur bois;sculpture;;45.4530054;4.6535325
Vision_Ulla Reimer;;;44.1047278;4.7590574
Saint-François de Sales;statue;;46.2736795;6.488081
Statue de Blaise Pascal;statue;;45.7803376;3.084671
Buste de Francisque Allombert;statue;Muscat;46.0804822;5.4658725
Monument des maquis de l'Ain;sculpture;Charles Machet;46.0711675;5.4842724
Cardinal Richelieu;statue;;43.9496775;4.8057043
Molière;statue;;43.9497803;4.8057049
Cadran solaire Fond Cheynet;;;45.0532828;4.7300194
Rex;;;48.8670427;2.7764633
;sculpture;;48.5856601;7.7519565
;sculpture;;48.5856859;7.7519313
;sculpture;;48.5857119;7.7519055
;sculpture;;48.5857382;7.7518799
;sculpture;;48.585764;7.751854
;sculpture;;48.5857901;7.7518283
Guitare Géante citation AC/DC;sculpture;Jean-François BUISSON;47.0970228;-1.2717999
Colonne de la liberté;;;44.3516395;2.5669218
La Maternité;sculpture;Jean-Louis Toutain;43.6047776;1.4450255
Pont Dunlop;;;47.9577537;0.2124001
La Science;statue;;45.5683054;5.9193349
Antoine Favre;statue;;45.5682359;5.9192544
La Jurisprudence;statue;;45.5681608;5.919182
Colonne Saint-Éloi;architecture;;43.626655;3.8664418
Lightning McQueen;sculpture;;48.8678621;2.7782089
Mater;sculpture;;48.8678471;2.7782336
Girafe;sculpture;;45.9983607;4.9037929
Le Tour de France dans les Pyrénées;sculpture;Jean-Bernard Métais;43.2305194;-0.0783243
Statue du Général Poeymirau;statue;;43.3027971;-0.3523758
;statue;;48.6948078;2.1582992
Rosa Bonheur;statue;Gaston Veuvenot Leroux;44.8478105;-0.5793156
Monument de Jean Fernand Lafargue;statue;Jules Rispal;44.848175;-0.5787724
Pierre d’heures;sculpture;Christian Renonciat;49.2510573;4.0350879
Le Joueur de Flûte de Pan;statue;Alphonse Terroir;50.3551713;3.5214349
Frères De Masitre;statue;;45.5646128;5.9190551
L'arche;architecture;Piotr Kowalski;48.7898729;2.0358107
Saint-Antoine de Padoue;statue;;45.1464035;1.5340374
;statue;;45.1455824;1.5317523
De l'en-dessous;sculpture;Michel Gérard;46.1978834;5.2372205
Philibert et Marguerite;sculpture;Richard Serra;46.1972703;5.2361455
;sculpture;Ulrich Rückriem;46.1975316;5.2368646
Chuuuttt !!!;mural;Jef Aérosol;48.8592935;2.3509403
La Pomone;sculpture;"Jean-Charles Lallement ""Bacchus""";43.5411718;4.1343885
Charles De Gaulle;statue;Maurice Brageu;50.3598832;3.5245308
Triptolème;statue;René Leleu;50.3586636;3.5260432
Le couple;sculpture;Eugène Dodeigne;50.3592023;3.522832
Notre-Dame de Trayon;statue;;46.2196715;3.7318313
Croix Vernay avec la Vierge;statue;;45.9016487;5.181386
Mémorial aux flotteurs;;Robert Pouyaud;47.4598449;3.5233442
Mémorial du maquis Clamecy-Varzy-Corbigny;;;47.4613503;3.5206216
Statue de Tartarin et de son créateur Alphonse Daudet;statue;Christiane Chamand-Debenest;43.8049489;4.6575547
Monument à Edgar Quinet;sculpture;Marcel Mayer;46.2032026;5.2204079
Totem;sculpture;Jean-Charles de Castelbajac;48.8919422;2.2214403
Deux Pingouins;sculpture;Xavier Veilhan;45.7851944;4.855864
Homme au téléphone;sculpture;Xavier Veilhan;45.7853129;4.8575233
Ours;sculpture;Xavier Veilhan;45.7856119;4.8545448
Birnam;sculpture;Jaume Plensa;45.7839733;4.8524159
Great Circle Dome;sculpture;Richard Buckminster Fuller;45.7840461;4.8529806
Lyon Asymmetrisch;sculpture;Per Kirkeby;45.7840283;4.852599
World Markets;sculpture;Wang Du;45.7841304;4.8532624
Tête de Mouflon;sculpture;;43.6110841;2.9740408
Mural de la Grande Vadrouille;"mural;painting";Patrick Bidaux;47.0241257;4.8413985
Pacha Mama;sculpture;VANARSKY Jack;48.813951;2.380481
Robert-Louis Stevenson;;;44.9392519;3.9943277
;sculpture;;45.8396935;5.0009964
Le Signal;sculpture;Marta Pan;48.6185263;2.4137102
Le Soleil de Langres;sculpture;Louis Leygue;47.882595;5.2212581
;sculpture;;45.9229735;5.2963663
L'Ephèbe d'Agde;;;43.2964654;3.4708353
Le Rocher du Cerf;statue;;45.8996349;6.7068111
Statue d'Alexandre Dumas;;;49.254442;3.0906747
L'air;statue;;48.772275;2.2892308
La Gloire des Princes;statue;;48.772715;2.2882362
La Magnanimité;statue;;48.7723436;2.2883624
Le Point du Jour;statue;;48.7730553;2.2890224
;sculpture;;48.7611112;1.6572892
